323-301,28900
323-304,32900
323-302,28900
323-309,32900
323-303,32900
323-505,40800
323-501,40800
323-504,40800
323-502,40800
323-509,40800
323-507,40800
323-503,40800
323-506,40800
323-605,47000
323-601,47000
323-604,47000
323-602,47000
323-603,47000
323-606,47000
325-125,900
325-121,800
325-124,900
325-122,800
325-129,900
325-123,900
325-126,900
325-145,1000
325-146,1000
325-155,900
325-156,900
325-135,700
325-131,600
325-134,700
325-132,600
303-608,5900
303-605,5900
303-601,5900
303-604,5900
303-602,5900
303-607,5900
303-603,5900
303-606,5900
303-615,10800
303-614,10800
303-612,10800
303-617,10800
303-613,10800
303-539,1900
303-549,2200
303-559,2500
303-555,2100
303-569,3000
303-509-1,15800
303-509-2,10200
303-509-6,5600
303-509,18400
303-529,20000
303-505,14400
303-504,14400
303-524,13100
303-502,14400
303-503,14400
303-589,15400
303-599,12500
303-519,10800
303-595,10200
303-515,8500
303-516,8500
303-579,15400
303-575,11800
303-509-3,10800
104-127,7900
303-500-1,1500
303-500,1500
305-200-1,1500
305-200,1500
531-100,6200
305-165,4600
305-135,4600
305-161,4600
305-131,4600
305-164,4600
305-134,4600
305-162,4600
305-132,4600
305-169,4600
305-139,4600
305-163,4600
305-133,4600
305-166,4600
305-136,4600
305-185,4600
305-155,4600
305-181,4600
305-151,4600
305-184,4600
305-154,4600
305-188,4600
305-182,4600
305-152,4600
305-189,4600
305-159,4600
305-183,4600
305-153,4600
305-186,4600
305-156,4600
245-409,10200
305-175,4600
305-145,4600
305-171,4600
305-141,4600
305-174,4600
305-144,4600
305-178,4900
305-172,4600
305-142,4600
305-179,4600
305-149,4600
305-173,4600
305-143,4600
305-176,4600
305-146,4600
305-265,4900
305-235,4900
305-261,4900
305-231,4900
305-264,4900
305-234,4900
305-262,4900
305-232,4900
305-263,4900
305-233,4900
305-266,4900
305-236,4900
305-285,4900
305-255,4900
305-281,4900
305-251,4900
305-284,4900
305-254,4900
305-282,4900
305-252,4900
305-283,4900
305-253,4900
305-286,4900
305-256,4900
305-275,4900
305-245,4900
305-271,4900
305-241,4900
305-274,4900
305-244,4900
305-272,4900
305-242,4900
305-273,4900
305-243,4900
305-276,4900
305-246,4900
303-005-1,400
303-006-1,400
303-009,900
303-005,600
303-004,600
303-003,600
303-001,600
303-008,600
303-007,600
303-006,600
303-002,600
303-010,900
303-189,2000
303-186,2000
303-045,1900
303-049,1900
303-043,1900
303-046,1900
303-199,2500
303-196,2500
303-055,2300
303-059,2300
303-053,2300
303-056,2300
303-115,2800
303-119,2800
303-116,2800
303-169,1000
303-166,1000
303-015,1000
303-019,1000
303-013,1000
303-016,1000
303-175,1300
303-179,1300
303-176,1300
303-025,1100
303-029,1100
303-023,1100
303-026,1100
303-135,6900
303-155,9800
303-158,6900
303-153,5600
303-131,5600
303-137,5600
303-138,6900
303-132,5600
303-139,6900
303-151,5600
303-152,6900
303-133,6900
303-136,6900
303-156,9900
303-154,6900
303-145,12100
303-149,12100
303-325,21400
303-321,15800
303-324,15800
303-322,15800
303-329,21400
303-323,15800
303-326,21400
405-615,700
405-614,500
405-612,500
405-613,500
405-616,700
401-115,200
401-111,200
401-114,200
401-112,200
401-119,200
401-113,200
405-135,1000
405-131,1000
405-134,1000
405-132,1000
405-133,1000
405-115,600
405-111,600
405-114,600
405-112,600
405-113,600
405-116,600
405-145,600
405-141,600
405-144,600
405-142,600
405-143,600
405-146,600
405-148,600
405-125,600
405-121,600
405-124,500
405-122,500
405-127,500
405-123,500
405-126,600
405-512,1000
405-215,700
405-211,700
405-214,700
405-212,700
405-213,700
405-216,700
601-801,700
405-155,1000
411-125,1000
411-124,1000
411-122,1000
411-121,1000
411-123,1000
415-115,1500
415-111,1500
415-114,1500
415-112,1500
415-113,1500
601-270,1700
601-262,6200
601-263,5600
601-256,2100
601-251,1200
601-253,900
601-252,1000
601-250,1600
601-258,5900
601-261,10800
601-264,10800
601-255,4600
601-265,5200
601-257,3300
502-161,1100
502-206,2400
502-202,2400
502-203,2400
502-214,3900
502-211,3900
502-218,3900
502-216,3900
502-213,3900
502-082,3900
502-086,3900
502-084,5200
502-511,3300
502-521,6900
502-522,8500
502-531,11200
502-532,12500
502-284,1200
502-443,2400
502-245,9500
502-243,9500
502-247,9500
502-391,15400
502-089,3900
502-099,5200
502-292,3600
502-191,2400
502-208,2400
502-207,2400
502-210,3900
502-212,3900
502-221,5200
502-242,15800
502-249,7500
502-370,5600
502-371,5600
502-372,5600
502-376,7500
502-378,7500
502-379,7500
502-374,7500
502-377,7500
502-331,1500
502-333,1500
502-342,2400
502-356,3000
502-386,5600
502-385,5600
502-373,5600
502-345,1800
502-341,1800
502-343,1800
502-355,3000
502-361,5200
502-362,5200
502-366,5200
502-363,5200
502-381,7500
502-382,7500
502-375,7500
502-383,7500
502-388,1800
502-389,1800
502-311,1000
502-321,2700
502-322,2700
502-326,2700
502-323,2700
502-233,2400
502-234,5600
502-227,1000
502-235,1700
502-231,1700
502-222,5200
502-071,1900
502-072,1900
502-264,3300
502-261,3300
502-262,3300
502-274,4900
502-271,4900
502-272,4900
502-266,3300
502-276,4900
502-062,2200
502-065,2200
502-063,2200
502-060,2100
502-091,4900
502-004,1700
502-001,1700
502-002,1700
502-005,1700
502-003,1700
502-014,3000
502-011,3000
502-012,3000
502-015,3000
502-131,1700
502-132,1700
502-141,3300
502-142,3300
502-145,3300
502-041,3300
502-042,3300
502-045,3300
502-043,3300
502-052,3900
502-055,3900
502-053,3900
502-021,800
502-022,800
502-025,800
502-023,800
502-013,3000
501-063,9200
501-064,7200
513-052,1800
513-053,2000
501-062,5900
501-061,5900
501-065,6500
501-066,6500
513-043,1900
513-054,1900
513-042,2300
513-041,3600
513-055,1700
513-051,1600
504-027,3200
504-006,1000
504-004,1000
504-044,3900
504-005,1000
504-003,1200
504-002,1800
504-013,2400
504-023,2000
504-043,900
504-001,2600
504-012,1800
504-011,1700
504-022,1600
504-041,900
504-014,1700
504-042,1000
504-015,1700
504-021,4900
504-024,3600
504-028,2900
504-029,2300
504-025,3900
504-007,2800
504-026,2800
505-019,1400
505-001,1600
505-013,1200
505-003,2300
505-005,1400
505-022,1200
505-011,1200
505-017,1200
505-015,1200
505-009,1200
505-006,1200
505-025,4900
505-020,1100
505-004,1300
505-029,4600
505-012,10200
505-028,1400
505-014,8500
505-008,1100
505-023,1200
505-007,4900
505-027,1100
505-026,3300
505-024,1200
505-010,15800
505-016,1500
505-018,1000
505-021,1600
501-072,1000
501-071,1000
501-070,1000
501-074,1000
501-075,900
501-073,1000
511-035,2100
511-036,2400
511-037,3600
511-032,8900
511-031,2600
511-030,5200
511-034,4600
511-033,3200
503-003,4600
503-001,3600
503-002,2100
501-039,500
501-037,500
501-034,700
501-035,700
501-036,700
501-024,800
501-023,800
501-021,800
501-038,500
501-022,800
501-044,600
501-045,600
501-051,600
501-041,600
501-048,1000
513-022,600
513-023,800
513-024,1500
501-047,600
501-049,600
501-052,600
501-040,600
501-043,600
501-054,600
501-053,600
501-046,1000
501-055,600
501-081,2800
501-082,2800
513-026,3600
513-032,1100
513-033,5600
513-034,3600
513-019,600
513-018,800
513-014,1000
513-012,600
513-011,500
502-393,14800
502-392,2700
502-394,14100
513-263,5000
513-265,8500
513-262,5000
501-015,1200
501-017,1200
501-011,1200
501-012,1200
501-014,1200
501-016,1200
501-018,1200
501-013,1200
501-090,500
501-095,500
501-096,500
501-092,500
501-099,500
501-100,500
501-097,500
501-091,500
501-094,500
501-093,500
307-121,5200
307-212,7200
307-213,11500
307-144,4900
307-141,1100
307-142,2300
307-143,4200
307-211,4200
307-115,7900
307-221,5200
307-117,11800
307-111,11800
307-116,11800
533-331,1000
533-334,4900
533-332,1500
533-333,1900
533-325,1700
533-302,3100
533-310,3300
533-312,8200
533-304,1 81200
533-305,2 80800
533-318,28 50700
533-307,10 39000
533-308,14 70300
533-311,24 12900
533-309,1 88300
533-306,5 79800
533-300,000
533-316,15 01700
533-319,1 51200
533-320,4 05400
533-315,4 41000
533-204,25000
533-203,15100
533-207,9800
533-205,26300
533-216,21400
533-226,23000
533-236,32200
533-202,14800
533-201,21400
533-206,16400
500-015,8900
500-019,8900
500-013,8900
500-016,8900
500-055,9500
500-059,9500
500-053,9500
500-056,9500
500-025,9800
500-029,9800
500-023,9800
500-026,9800
500-005,7200
500-009,7200
500-003,7200
500-006,7200
500-065,2600
500-069,2600
500-066,2600
500-045,8900
500-041,8900
500-044,8900
500-042,8900
500-047,8900
500-043,8900
500-038,9500
500-031,9500
500-034,9500
500-037,9500
500-095,94100
500-096,94100
500-085,57900
500-086,57900
500-075,32500
500-079,32500
500-076,32500
531-515,48700
531-511,46000
531-514,48700
531-513,46400
531-512,46000
531-305,44100
531-109,1 43800
531-105,63100
531-104,63100
531-103,63100
531-106,63100
531-102,63100
531-101,63100
531-324,46900
531-322,46900
531-124,94600
531-122,1 01400
531-123,1 06600
531-126,1 06600
531-129,2 45200
531-125,1 06600
531-121,94600
531-215,1 41300
531-213,1 41300
531-216,1 28600
531-232,4 14200
531-233,4 14200
531-236,4 14200
531-234,4 14200
531-235,4 14200
531-245,6900
531-241,5200
531-242,5200
531-248,6900
531-243,5200
531-247,6900
531-265,7500
531-261,5200
531-262,5200
531-268,7500
531-263,7500
531-267,7500
531-255,5200
531-253,5200
531-275,5200
531-273,5200
531-402,60200
531-403,81200
531-401,40800
531-300,10200
513-435,8900
513-432,8900
513-455,20400
513-452,20400
513-485,51900
513-482,51900
513-121,3 35300
513-131,1 83900
513-106,94100
513-104,2 03700
513-101,2 23400
513-105,2 20100
513-182,4 76700
513-201,3 25400
513-341,4200
513-252,3000
513-247,3300
513-315,6500
513-266,10800
513-312,3900
513-311,3900
513-313,4900
513-321,6900
513-249,24000
513-302,15400
513-248,46700
513-305,67700
513-142,31600
513-240,34800
513-268,10500
513-267,29900
513-401,10500
513-342,7900
513-133,13100
513-273,10800
513-272,32200
513-244,56200
513-271,70000
513-270,14400
513-132,20400
513-331,12800
513-277,33500
513-275,8900
513-274,32200
511-053,46700
511-207,14800
511-111,12800
511-112,20400
511-206,14800
511-054,10800
511-151,91400
511-041,9500
511-205,28300
511-043,24300
511-121,9500
511-122,15100
511-123,20400
511-208,16000
511-152,1 25600
511-209,7500
511-114,13500
506-242,19000
506-241,19000
506-244,35200
506-263,46000
506-264,46000
501-414,2 38100
501-417,2 13500
501-416,2 13500
501-415,2 38100
503-112,7 03700
501-625,70700
501-612,17400
501-613,28600
501-614,47700
501-624,49600
506-211,17800
506-212,17800
506-213,40800
501-601,2400
501-602,2400
501-606,5600
501-607,5600
513-344,14100
513-343,14100
513-345,14100
501-331,14100
501-320,14100
501-318,8500
501-321,10800
501-322,11800
501-215,2700
501-216,2700
501-213,2200
501-217,1600
501-214,2700
501-532,9200
503-109,81200
503-107,88200
501-351,46700
501-354,42700
503-106,86500
501-353,83200
501-350,37500
501-114-1,32200
501-117,32200
501-115,32200
501-111,27400
501-113,32200
501-360,46700
501-361,77900
501-352,23700
501-336,32200
501-311,46700
501-355,13500
501-313,18700
501-211,2000
501-339,26600
501-335,9800
501-324,9800
501-212-1,6500
501-212,8900
501-210,4200
501-333,18700
501-332,18700
501-514,7200
501-531,19000
501-334,9800
501-337,10800
501-338,20700
501-347,10800
501-348,20700
501-211-1,2000
501-222,9500
514-031,10200
514-015,5900
514-022,10200
514-051,5200
514-052,5200
514-041,5900
200-625,20400
245-907,5600
235-000,3300
104-321,600
315-410,3600
315-402,800
315-403,1000
315-405,2100
326-112,21400
315-421,700
315-429,3600
315-422,800
315-425,1000
315-426,1400
315-427,2000
255-065,3000
303-071,1200
303-034,900
303-033,2200
303-035,2100
303-062,1200
303-061,900
303-032,2200
303-037,1200
303-036,900
303-065,1500
256-415,7500
303-060,800
303-038,1600
303-070,2200
303-072,500
303-103,2800
303-063,1500
303-104,3000
303-105,2800
303-106,4600
303-109,5600
303-064,1300
303-110,900
303-111,1000
303-112,400
501-002,700
501-001,1500
501-003,2400
121-411,4600
601-114,52300
514-268,5200
506-282,27300
601-301,030
601-306,030
601-321,030
601-326,030
601-322,050
601-336,060
141-387,060
141-385,060
141-382,060
141-384,060
141-381,070
141-383,070
141-386,070
141-211,070
141-212,070
141-525,070
141-526,070
141-527,070
141-528,080
141-367,080
141-368,080
141-395,080
141-396,080
141-335,080
141-332,080
141-334,080
141-331,080
141-337,080
141-333,080
141-336,080
141-365,080
141-366,080
141-355,090
141-352,090
141-354,090
141-351,090
141-353,100
141-356,100
141-389,100
141-465,100
141-462,110
141-464,110
141-461,110
141-463,120
141-466,120
141-499,120
141-495,120
141-492,130
141-494,130
141-491,130
141-493,130
141-496,130
141-242,130
141-244,130
141-231,130
141-232,130
141-233,140
141-234,140
141-621,140
141-622,140
141-612,140
141-611,140
141-601,140
141-613,140
141-614,140
141-603,150
141-604,150
141-605,150
141-615,150
141-602,150
141-635,160
141-631,160
141-632,170
141-636,180
142-609,180
142-605,180
142-602,180
142-604,180
142-601,180
142-603,180
142-606,190
142-201,200
142-202,200
142-203,210
142-204,220
142-803,220
142-804,220
142-801,220
142-802,220
142-109,220
142-105,230
142-102,230
142-104,230
142-101,230
142-103,240
142-106,240
142-701,250
142-702,260
142-703,260
142-704,260
144-028,260
144-008,260
144-027,260
144-031,260
144-007,260
144-011,260
144-012,260
144-106,260
144-104,260
144-101,260
144-102,290
144-026,290
144-002,290
144-004,290
144-014,290
144-025,290
144-023,330
144-003,330
144-013,330
144-133,330
144-113,360
144-132,390
144-112,460
144-022,460
144-006,460
144-021,500
144-017,500
144-005,500
144-015,500
144-016,500
144-123,500
144-122,590
144-121,590
144-126,600
144-125,600
144-124,620
144-129,620
144-128,650
144-127,650
144-099,700
144-098,700
144-096,700
144-097,700
143-103-2,700
143-103-1,700
143-101-3,700
143-106-1,700
143-106-2,700
143-106-3,700
143-102-2,700
143-102,700
143-103-3,700
143-103-4,700
143-106-8,700
143-105-2,700
143-106-5,700
143-106-4,700
143-106,720
143-103-5,720
143-107,750
143-109,750
143-109-1,750
143-105-3,750
143-107-1,750
142-007,750
142-008,790
142-023,790
142-024,800
142-025,820
142-022,820
142-026,820
142-003,820
142-004,820
142-033,820
142-034,820
142-035,820
142-032,820
142-036,820
142-051,820
142-053,900
142-054,900
142-056,900
142-052,900
142-041,900
142-043,900
142-044,900
142-046,920
142-042,920
142-012,950
142-005,950
142-006,950
142-006-1,950
142-013,950
142-014,950
142-015,980
142-016,980
143-302,1000
143-301,1000
143-304,1000
143-305,1000
142-000,1000
142-100,1000
124-023,1000
124-024,1000
124-025,1000
124-022,1000
124-026,1000
142-001-01,1000
146-231-3,1000
146-224-1,1020
146-236-1,1020
146-210-1,1020
146-249-1,1050
146-200-1,1080
146-200-2,1080
146-201-1,1100
146-201-2,1100
146-231-1,1100
146-216-1,1100
146-242-2,1120
146-242-1,1120
146-232-1,1120
146-232-2,1120
146-234-1,1150
146-234-2,1180
146-238-1,1180
146-220-1,1180
146-204-1,1200
146-205-1,1200
146-205-2,1200
146-241-1,1210
146-206-1,1250
146-206-2,1300
146-246-1,1310
146-219-1,1310
146-214-1,1350
146-233-2,1380
146-233-1,1400
146-222-1,1400
146-215-1,1440
146-207-1,1440
146-237-2,1500
146-237-1,1540
146-208-1,1540
146-209-1,1600
146-239-2,1600
146-247-1,1600
146-247-2,1600
146-223-2,1600
146-217-1,1600
146-218-1,1600
146-235-2,1610
146-235-1,1640
146-211-1,1670
146-212-1,1710
146-225-1,1710
146-244-1,1740
146-243-2,1740
146-243-1,1800
146-248-1,1800
146-213-1,1800
146-240-2,1800
146-240-1,1800
146-226-1,1800
146-245-1,1800
146-113-1,1800
146-001-1,1800
146-260,1800
146-202-3,1810
146-235-3,1870
146-113,1870
146-117,1900
146-001,1900
146-220,1970
146-221,2000
146-222,2000
146-223,2000
146-224,2040
146-225,2040
146-226,2040
146-242,2230
146-237,2300
146-239,2370
146-238,2400
146-247,2400
146-240,2460
146-243,2460
146-236,2500
146-249,2500
146-200,2530
146-201,2560
146-202,2560
146-203,2600
146-216,2600
146-204,2600
146-205,2600
146-206,2600
146-246,2600
146-219,2600
146-214,2800
146-215,2800
146-207,2830
146-208,2920
146-209,2920
146-245,2960
146-217,2990
146-218,3000
146-210,3000
146-211,3020
146-212,3100
146-248,3100
146-213,3290
146-235,3300
146-241,3300
146-230,3590
146-231,3590
146-232,3590
146-234,3590
146-233,3590
146-244,3600
146-240-3,3600
146-250,3600
146-251,3600
146-252,3600
146-253,3600
146-254,3900
146-255,3900
146-257,3900
200-005-3,3900
200-012-3,3920
200-024-3,3920
200-024-6,3920
200-036-3,4240
200-050-3,4240
200-072-3,4240
200-100-3,4570
200-150-3,4570
201-024-3,4600
201-072-3,4600
200-005-5,4600
200-012-5,4900
200-024-5,4900
200-036-5,4900
200-100-4,4900
200-120-4,4900
200-150-4,5200
200-200-4,5200
200-060-4,5230
200-080-4,5230
200-005-1,5230
200-012-1,5230
200-024-1,5230
200-036-1,5560
200-050-1,5600
200-072-1,6200
200-100-1,6200
200-150-1,6220
200-200-1,6220
200-300-1,6220
201-024-1,6500
201-072-1,6550
201-150-1,7210
200-400-1,7500
200-005-2,7500
200-012-2,7530
200-200-2,7860
200-024-2,7860
200-036-2,7860
200-050-2,8850
200-005-6,9180
200-072-2,9840
200-100-2,10170
200-150-2,10820
200-300-2,13130
201-300-2,14100
201-200-2,14770
201-024-2,14770
201-072-2,15100
201-100-6,21680
