1566,371,531-126,NEON-NIGHT,1 06600,"Светодиодное Дерево ""Сакура"", высота 2,4м, диаметр кроны 2,0м, фиолетовые диоды, IP 64, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
1569,371,531-213,NEON-NIGHT,1 41300,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0, синие светодиоды, IP 64, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
1571,371,531-215,NEON-NIGHT,1 41300,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0м, белые светодиоды, IP 65, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
1572,371,531-216,NEON-NIGHT,1 28600,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0м, фиолетовые светодиоды, IP 64, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
1574,371,531-232,NEON-NIGHT,4 14200,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны3,0м, красные светодиоды, IP 54, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,5,
1575,371,531-233,NEON-NIGHT,4 14200,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0м, синие светодиоды, IP 54, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,1,
1576,371,531-234,NEON-NIGHT,4 14200,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0м, зеленые светодиоды, IP 54, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,1,
1577,371,531-235,NEON-NIGHT,4 14200,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0м, белые светодиоды, IP 54, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
1578,371,531-236,NEON-NIGHT,4 14200,"Светодиодное дерево ""Сакура"", высота 3,6м, диаметр кроны 3,0м, фиалетовые светодиоды, IP 54, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
2014,1016,506-211,NEON-NIGHT,17800,"Фигура ""Шар"", LED подсветка диам. 40см, красный NEON-NIGHT",шт,1,0,
2015,1016,506-212,NEON-NIGHT,17800,"Фигура ""Шар"", LED подсветка диам. 40см, синий NEON-NIGHT",шт,1,0,
2016,1016,506-213,NEON-NIGHT,40800,"Фигура ""Шар"", LED подсветка диам. 80см, красный NEON-NIGHT",шт,1,1,
2020,340,506-241,NEON-NIGHT,19000,"Фигура ""Звезда 8-ми конечная"", LED подсветка высота 120см, красно-белая NEON-NIGHT",шт,1,5,
2021,340,506-242,NEON-NIGHT,19000,"Фигура ""Звезда 8-ми конечная"", LED подсветка высота 120см, бело-золотая NEON-NIGHT",шт,1,1,
2025,340,506-263,NEON-NIGHT,46000,"Фигура ""Колокол"", LED подсветка диам.75см выс.80см, красный NEON-NIGHT",шт,1,1,
2026,340,506-264,NEON-NIGHT,46000,"Фигура ""Колокол"", LED подсветка диам.75см выс.80см, синий NEON-NIGHT",шт,1,1,
2027,1007,513-121,NEON-NIGHT,3 35300,"Акриловая светодиодная фигура ""Белый медведь"" 100х175см, 1976 светодиодов, IP 65, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,1,
2033,1007,513-201,NEON-NIGHT,3 25400,"Акриловая светодиодная фигура ""Снеговик с лопатой и метлой"" 160см, 1840 светодиодов, IP 44, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,0,
2034,1007,513-182,NEON-NIGHT,4 76700,"Акриловая светодиодная фигура ""Санта Клаус"" 210см, IP44 понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,5,
2037,1009,513-142,NEON-NIGHT,31600,"Акриловая светодиодная фигура ""Гусь"" 55см, 432 светодиода, IP 44, понижающий трансформатор в комплекте, NEON-NIGHT",шт,1,1,
2597,278,104-200,NEON-NIGHT,144,Заглушка для дюралайта ∅10 мм,шт,10,1,
2603,278,104-312,NEON-NIGHT,3221,"Клипсы ""крокодил"" ∅13мм (100 шт. в упаковке)",упак,10,1,
2605,278,104-411,NEON-NIGHT,457,"Прозрачный П-образный короб, 1м, пластик",шт,10,1,
2612,945,121-251,NEON-NIGHT,1100,"Дюралайт LED, эффект мерцания (2W) - желтый, 36 LED/м, бухта 100м",метр,100,3,
2613,945,121-252,NEON-NIGHT,1100,"Дюралайт LED, эффект мерцания (2W) - красный, 36 LED/м бухта 100м",метр,100,0,https://www.youtube.com/watch?v=603b_XfjjrI
2614,945,121-253,NEON-NIGHT,1400,"Дюралайт LED, эффект мерцания (2W) - синий, 36 LED/м, бухта 100м",метр,100,4,https://www.youtube.com/watch?v=AA9zN7qlQ0c
2615,945,121-254,NEON-NIGHT,1400,"Дюралайт LED, эффект мерцания (2W) - зеленый, 36 LED/м, бухта 100м",метр,100,5,https://www.youtube.com/watch?v=DcfZcQCLSws
2616,945,121-255,NEON-NIGHT,1400,"Дюралайт LED, эффект мерцания (2W) - белый, 36 LED/м, бухта 100м",метр,100,2,https://www.youtube.com/watch?v=DHVdmfxL_c0
2617,1662,123-014,NEON-NIGHT,1800,"Контроллер 340W, 4 выхода, 8 программ 3-х контактный",шт,1,4,
2618,1662,123-015,NEON-NIGHT,1600,"Контроллер 340W, 3 выхода, 8 программ 3-х контактный",шт,1,5,
2633,949,134-021,NEON-NIGHT,187,Заглушка для гибкого неона 12х26 мм,шт,10,1,
2634,949,134-022,NEON-NIGHT,885,Муфта для соединения Гибкого Неона 12х26мм,шт,10,1,
2635,949,134-023,NEON-NIGHT,392,"Коннектор для Гибкого Неона 12х26, внешний угол (без иглы)",шт,1,1,
2636,949,134-024,NEON-NIGHT,392,Коннектор для Гибкого Неона 12х26 внутренний угол (без иглы),шт,1,5,
2638,949,134-026,NEON-NIGHT,392,Коннектор-Т для Гибкого Неона 12х26 (без иглы),шт,1,1,
2639,949,134-027,NEON-NIGHT,187,Разъем-иглы для соединения Гибкого Неона 12х26 на шнур/коннектор,шт,10,1,
2640,949,134-028,NEON-NIGHT,1645,"Термоусадка для гибкого неона NEON-NIGHT, 35/17,5 мм, длина 1м, прозрачная",метр,10,1,
2669,379,143-102,NEON-NIGHT,700,"LED усилитель для RGB модулей/лент 12 V/144 W, 24 V <288 W NEON-NIGHT",шт,1,1,
2681,424,215-029,NEON-NIGHT,10200,"Гирлянда ""Сеть"" 2х1,5м, черный ПВХ, 240 LED Мультиколор",шт,1,1,
2727,1024,235-122,NEON-NIGHT,14100,"Гирлянда ""Светодиодный Дождь"" 2х1,5м, постоянное свечение, черный провод, 230 В, диоды КРАСНЫЕ, 360 LED",шт,1,1,
2728,1024,235-123,NEON-NIGHT,14100,"Гирлянда ""Светодиодный Дождь"" 2х1,5м, постоянное свечение, черный провод, 230 В, диоды СИНИЕ, 360 LED",шт,1,2,
2729,1024,235-124,NEON-NIGHT,14100,"Гирлянда ""Светодиодный Дождь"" 2х1,5м, постоянное свечение, черный провод, 230 В, диоды ЗЕЛЁНЫЕ, 360 LED",шт,1,2,
2730,1024,235-125,NEON-NIGHT,17100,"Гирлянда ""Светодиодный Дождь"" 2х1,5м, постоянное свечение, черный провод, 230 В, диоды БЕЛЫЕ, 360 LED",шт,1,1,
